Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPTS_avg_5,APTS_avg_5,H_gd_5,A_gd_5,H_eff_5,A_eff_5,HST_avg_5,AST_avg_5,target,H_status,A_status,H_H2H,A_H2H
I1,10/12/05,Fiorentina,Treviso,1,0,H,0,0,D,0,0,0,0,33,34,2,3,1,4,0,0,2.4,1.2,6.0,-1.0,0.72,0.27,3.6,3.0,0,,,,
I1,10/12/05,Siena,Empoli,1,0,H,1,0,H,0,0,0,0,24,20,3,6,4,3,0,0,0.8,1.0,-2.0,-3.0,0.26,0.43,4.6,2.8,0,,,,
I1,11/12/05,Ascoli,Reggina,1,1,D,0,0,D,9,5,5,3,23,20,3,6,4,2,0,1,1.6,0.2,1.0,-6.0,0.28,0.09,5.0,2.2,1,,,,
I1,11/12/05,Inter,Milan,3,2,H,1,1,D,16,7,5,3,20,19,5,3,2,3,0,0,2.4,1.8,8.0,3.0,0.25,0.33,8.8,5.4,0,,,,
I1,11/12/05,Juventus,Cagliari,4,0,H,2,0,H,15,8,9,3,22,10,7,3,0,3,0,0,3.0,0.2,10.0,-7.0,0.3,0.31,7.4,3.2,0,,,,
I1,11/12/05,Livorno,Lazio,2,1,H,0,0,D,9,13,5,7,23,15,2,7,1,0,0,0,2.6,0.8,7.0,-5.0,0.39,0.29,3.6,2.8,0,,,,
I1,11/12/05,Messina,Chievo,2,0,H,2,0,H,0,0,0,0,0,0,0,0,1,1,0,1,0.4,1.8,-6.0,2.0,0.09,0.39,6.6,3.6,0,,,,
I1,11/12/05,Parma,Sampdoria,1,1,D,1,0,H,9,7,4,4,27,25,3,7,4,4,0,0,1.0,1.2,0.0,0.0,0.4,0.32,3.0,4.4,1,,,,
I1,11/12/05,Roma,Palermo,1,2,A,1,1,D,6,6,3,2,10,16,2,8,1,3,0,0,1.0,0.6,-3.0,-3.0,0.24,0.32,5.8,3.8,2,,,,
I1,11/12/05,Udinese,Lecce,1,2,A,0,1,A,8,8,2,5,20,21,8,4,2,3,0,0,1.4,0.0,1.0,-9.0,0.15,0.06,5.4,3.6,2,,,,
I1,17/12/05,Lazio,Juventus,1,1,D,1,1,D,0,0,0,0,20,30,3,7,2,3,0,0,2.2,2.4,4.0,6.0,0.59,0.5,3.4,4.8,1,,,,
I1,17/12/05,Treviso,Lecce,2,1,H,1,0,H,0,0,0,0,20,26,2,3,4,4,0,1,0.4,0.6,-4.0,-7.0,0.2,0.14,3.0,4.2,0,,,,
I1,18/12/05,Cagliari,Ascoli,2,1,H,2,0,H,4,12,3,6,22,23,4,7,2,4,0,0,1.2,0.4,0.0,-4.0,0.13,0.19,4.6,3.2,0,,,,
I1,18/12/05,Chievo,Udinese,2,0,H,1,0,H,10,9,4,3,25,16,7,3,2,3,0,1,1.8,1.4,2.0,-4.0,0.32,0.3,4.4,4.6,0,,,,
I1,18/12/05,Empoli,Fiorentina,1,1,D,0,0,D,6,19,2,6,19,20,2,7,3,1,0,0,1.8,1.4,2.0,2.0,0.31,0.28,5.2,3.6,1,,,,
I1,18/12/05,Milan,Messina,4,0,H,1,0,H,17,10,8,4,12,16,11,5,1,0,0,0,3.0,1.0,9.0,0.0,0.44,0.15,6.4,4.0,0,,,,
I1,18/12/05,Palermo,Livorno,0,2,A,0,0,D,9,10,4,5,12,21,8,1,2,2,1,0,1.2,0.8,1.0,-7.0,0.33,0.42,5.4,2.4,2,,,,
I1,18/12/05,Reggina,Inter,0,4,A,0,3,A,10,20,5,10,10,19,6,7,2,3,0,0,2.4,1.6,5.0,0.0,0.36,0.16,5.0,6.2,2,,,,
I1,18/12/05,Sampdoria,Roma,1,1,D,0,1,A,9,11,4,6,20,21,3,4,3,2,0,0,1.6,1.6,3.0,2.0,0.34,0.37,5.8,3.8,1,,,,
I1,18/12/05,Siena,Parma,2,2,D,0,0,D,8,3,4,2,16,19,5,2,3,1,0,0,0.8,0.0,-3.0,-10.0,0.17,0.19,3.6,3.2,1,,,,
I1,21/12/05,Ascoli,Treviso,1,0,H,1,0,H,7,5,3,1,19,14,6,3,3,2,1,1,1.2,1.0,-1.0,-2.0,0.21,0.33,4.8,2.4,0,,,,
I1,21/12/05,Fiorentina,Palermo,1,0,H,1,0,H,10,10,3,6,20,24,1,7,2,1,0,0,2.4,1.2,6.0,0.0,0.85,0.35,2.6,3.4,0,,,,
I1,21/12/05,Inter,Empoli,4,1,H,2,0,H,17,6,9,4,18,17,9,2,0,1,0,0,2.4,0.8,8.0,-4.0,0.31,0.4,8.4,2.0,0,,,,
I1,21/12/05,Juventus,Siena,2,0,H,1,0,H,10,6,6,5,31,28,8,2,2,1,0,0,3.0,1.4,12.0,-2.0,0.32,0.43,8.2,4.2,0,,,,
I1,21/12/05,Lecce,Lazio,0,0,D,0,0,D,11,4,2,2,22,15,5,5,2,3,1,0,1.4,0.8,1.0,-3.0,0.29,0.25,5.6,4.0,1,,,,
I1,21/12/05,Livorno,Milan,0,3,A,0,1,A,6,17,2,11,11,18,5,5,1,0,0,0,2.6,1.2,6.0,0.0,0.33,0.38,4.2,4.8,2,,,,
I1,21/12/05,Messina,Reggina,1,1,D,1,0,H,6,13,1,5,21,22,1,5,5,1,0,1,0.8,0.4,-4.0,-5.0,0.19,0.18,5.2,2.2,1,,,,
I1,21/12/05,Parma,Cagliari,1,0,H,1,0,H,5,7,4,1,21,19,3,8,3,3,0,0,1.2,0.2,1.0,-8.0,0.38,0.42,3.2,2.4,0,,,,
I1,21/12/05,Roma,Chievo,4,0,H,2,0,H,12,7,6,3,21,11,1,8,1,2,0,1,1.0,1.2,-3.0,-1.0,0.26,0.42,4.6,2.4,0,,,,
I1,21/12/05,Udinese,Sampdoria,2,0,H,0,0,D,19,8,7,5,21,19,5,5,2,2,0,0,0.8,0.8,-3.0,-3.0,0.11,0.21,3.8,3.8,0,,,,
I1,07/01/06,Palermo,Juventus,1,2,A,1,2,A,12,13,6,6,20,25,7,6,2,2,0,0,1.0,2.0,-1.0,5.0,0.33,0.61,4.2,3.6,2,,,,
I1,07/01/06,Reggina,Fiorentina,1,1,D,1,1,D,6,6,3,3,26,28,4,4,2,3,0,0,1.8,1.6,-1.0,3.0,0.32,0.27,4.4,4.4,1,,,,
I1,08/01/06,Cagliari,Udinese,2,1,H,1,1,D,5,6,4,2,16,18,3,1,3,3,0,2,1.6,1.4,1.0,-4.0,0.22,0.3,4.6,4.6,0,,,,
I1,08/01/06,Chievo,Lecce,3,1,H,1,1,D,16,15,11,7,19,22,4,10,1,4,0,0,2.2,0.6,4.0,-6.0,0.35,0.24,5.2,3.4,0,,,,
I1,08/01/06,Empoli,Messina,1,3,A,1,1,D,8,9,3,5,17,24,1,2,2,4,1,0,1.4,1.0,1.0,-3.0,0.31,0.15,5.2,4.0,2,,,,
I1,08/01/06,Lazio,Ascoli,4,1,H,2,1,H,13,11,8,5,17,15,5,3,1,1,0,0,1.8,0.4,2.0,-3.0,0.58,0.2,2.4,4.0,0,,,,
I1,08/01/06,Milan,Parma,4,3,H,3,1,H,20,9,9,6,15,21,5,3,1,2,0,0,3.0,0.2,12.0,-8.0,0.48,0.29,6.6,2.8,0,,,,
I1,08/01/06,Sampdoria,Livorno,0,2,A,0,1,A,9,6,6,3,19,20,4,7,1,1,1,0,1.8,1.4,4.0,-4.0,0.36,0.42,5.6,2.4,2,,,,
I1,08/01/06,Siena,Inter,0,0,D,0,0,D,6,13,0,4,37,15,5,5,2,2,0,0,1.0,2.2,-2.0,6.0,0.19,0.26,3.2,7.0,1,,,,
I1,08/01/06,Treviso,Roma,0,1,A,0,1,A,10,12,3,4,20,25,6,5,1,2,0,0,1.0,1.6,-1.0,2.0,0.38,0.4,2.6,4.0,2,,,,
I1,14/01/06,Lecce,Sampdoria,0,3,A,0,2,A,12,17,5,9,16,19,6,5,2,2,0,0,1.0,0.8,-2.0,-4.0,0.23,0.18,4.4,3.4,2,,,,
I1,14/01/06,Messina,Palermo,0,0,D,0,0,D,4,6,1,2,15,12,6,3,1,1,0,0,1.0,1.2,-1.0,0.0,0.29,0.26,3.4,3.8,1,,,,
I1,15/01/06,Ascoli,Empoli,3,1,H,1,1,D,12,9,7,4,19,20,7,3,2,5,0,1,1.2,0.2,-1.0,-8.0,0.22,0.3,3.6,2.0,0,,,,
I1,15/01/06,Fiorentina,Chievo,2,1,H,1,0,H,12,8,4,3,18,28,6,3,2,3,0,0,2.4,1.0,4.0,-5.0,0.8,0.3,2.0,2.0,0,,,,
I1,15/01/06,Inter,Cagliari,3,2,H,2,1,H,11,7,5,4,14,23,5,2,2,4,0,0,2.4,0.2,6.0,-8.0,0.3,0.36,8.0,2.2,0,,,,
I1,15/01/06,Juventus,Reggina,1,0,H,1,0,H,22,3,13,0,16,23,7,2,0,2,0,0,3.0,0.6,13.0,-4.0,0.38,0.13,7.4,3.0,0,,,,
I1,15/01/06,Livorno,Siena,2,2,D,1,1,D,7,11,4,9,23,20,7,5,2,1,0,0,2.0,0.8,2.0,-5.0,0.35,0.27,3.4,4.4,1,,,,
I1,15/01/06,Parma,Lazio,1,1,D,1,1,D,6,10,3,3,27,17,10,5,2,3,0,0,1.6,0.8,2.0,-3.0,0.33,0.2,3.6,4.0,1,,,,
I1,15/01/06,Roma,Milan,1,0,H,0,0,D,12,9,6,3,17,14,5,10,1,2,0,0,1.4,1.2,1.0,1.0,0.36,0.32,5.0,6.2,0,,,,
I1,15/01/06,Udinese,Treviso,2,2,D,1,1,D,6,13,4,7,16,15,2,3,3,2,0,0,1.4,0.8,0.0,-3.0,0.18,0.33,4.4,1.8,1,,,,
I1,18/01/06,Cagliari,Siena,1,0,H,0,0,D,13,11,5,4,20,22,9,4,1,3,0,0,2.2,0.8,4.0,-5.0,0.32,0.22,4.4,4.6,0,,,,
I1,18/01/06,Chievo,Juventus,1,1,D,1,1,D,3,10,1,4,22,23,2,10,4,2,0,0,2.2,2.0,5.0,3.0,0.31,0.67,6.4,3.0,1,,,,
I1,18/01/06,Empoli,Udinese,1,1,D,0,0,D,17,6,10,3,23,23,3,5,1,2,0,0,0.8,0.8,-2.0,-6.0,0.32,0.29,5.0,3.4,1,,,,
I1,18/01/06,Lecce,Livorno,0,0,D,0,0,D,16,5,8,2,18,28,6,3,4,2,1,0,1.0,2.0,-2.0,3.0,0.2,0.5,5.0,2.8,1,,,,
I1,18/01/06,Messina,Lazio,1,1,D,1,0,H,17,6,9,5,23,23,2,4,2,4,0,0,1.0,1.0,-1.0,-2.0,0.27,0.24,3.0,4.2,1,,,,
I1,18/01/06,Milan,Ascoli,1,0,H,1,0,H,11,5,5,2,17,14,9,4,1,2,0,0,3.0,0.2,12.0,-6.0,0.58,0.17,6.2,4.6,0,,,,
I1,18/01/06,Palermo,Parma,4,2,H,1,2,A,15,10,9,7,18,19,6,2,4,3,0,0,0.8,0.2,-2.0,-6.0,0.29,0.38,4.2,3.2,0,,,,
I1,18/01/06,Roma,Reggina,3,1,H,1,0,H,13,10,7,4,29,13,8,4,2,4,0,0,1.4,0.6,1.0,-4.0,0.35,0.14,4.6,2.8,0,,,,
I1,18/01/06,Sampdoria,Fiorentina,3,1,H,3,1,H,10,6,8,3,28,24,4,5,2,3,0,0,1.6,1.8,2.0,4.0,0.27,0.33,5.2,4.2,0,,,,
I1,18/01/06,Treviso,Inter,0,1,A,0,1,A,11,11,5,6,19,22,2,4,2,3,0,0,1.0,1.8,-1.0,5.0,0.4,0.28,2.0,5.8,2,,,,
I1,21/01/06,Inter,Palermo,3,0,H,1,0,H,13,9,9,5,23,15,8,11,3,2,0,0,3.0,1.2,8.0,0.0,0.36,0.28,7.2,3.6,0,,,,
I1,21/01/06,Lazio,Cagliari,1,1,D,1,0,H,8,7,4,6,15,28,6,5,3,3,2,0,1.8,0.2,4.0,-8.0,0.91,0.56,2.2,1.8,1,,,,
I1,22/01/06,Ascoli,Lecce,2,0,H,2,0,H,10,13,5,4,28,21,4,9,3,3,1,0,1.6,0.6,1.0,-5.0,0.29,0.26,4.2,3.8,0,,,,
I1,22/01/06,Fiorentina,Messina,2,0,H,1,0,H,22,5,11,3,24,22,9,2,1,2,0,0,2.4,1.4,4.0,-1.0,0.8,0.29,2.0,3.4,0,,,,
I1,22/01/06,Juventus,Empoli,2,1,H,1,1,D,14,0,6,0,24,17,14,0,1,2,0,0,3.0,0.0,12.0,-10.0,0.32,0.2,8.2,2.0,0,,,,
I1,22/01/06,Livorno,Treviso,1,1,D,0,1,A,10,5,3,1,23,28,5,5,2,0,0,2,1.6,0.4,0.0,-4.0,0.33,0.23,3.6,2.6,1,,,,
I1,22/01/06,Parma,Chievo,2,1,H,1,1,D,10,10,6,5,21,25,1,11,4,3,1,1,1.6,0.8,2.0,-6.0,0.38,0.15,3.2,2.6,0,,,,
I1,22/01/06,Reggina,Sampdoria,2,1,H,2,1,H,8,7,5,2,21,20,8,5,1,2,0,0,2.0,1.4,0.0,1.0,0.35,0.27,4.0,4.4,0,,,,
I1,22/01/06,Siena,Milan,0,3,A,0,1,A,8,17,3,10,21,22,2,10,3,1,0,0,1.2,0.6,0.0,-2.0,0.33,0.27,1.8,5.2,2,,,,
I1,22/01/06,Udinese,Roma,1,4,A,0,1,A,8,10,3,7,16,21,4,4,2,1,1,0,1.4,2.2,0.0,4.0,0.25,0.45,4.8,4.0,2,,,,
I1,28/01/06,Milan,Sampdoria,1,1,D,1,1,D,20,14,8,8,27,14,5,4,3,3,0,0,3.0,0.8,11.0,-2.0,0.5,0.24,6.4,4.2,1,,,,
I1,28/01/06,Palermo,Siena,1,3,A,0,1,A,12,7,5,4,14,21,11,1,1,4,0,0,0.8,0.2,-3.0,-7.0,0.27,0.17,5.2,4.6,2,,,,
I1,29/01/06,Ascoli,Juventus,1,3,A,1,3,A,9,8,4,6,24,27,0,3,2,1,0,0,2.2,2.2,5.0,5.0,0.35,0.62,4.6,3.2,2,,,,
I1,29/01/06,Chievo,Reggina,4,0,H,0,0,D,13,8,7,5,19,20,4,5,0,4,0,0,2.2,0.6,5.0,-3.0,0.33,0.21,5.4,2.8,0,,,,
I1,29/01/06,Empoli,Parma,1,2,A,0,1,A,14,5,8,4,24,24,5,2,2,3,0,0,1.0,0.2,0.0,-6.0,0.26,0.44,6.2,3.6,2,,,,
I1,29/01/06,Lecce,Inter,0,2,A,0,0,D,7,13,3,6,25,18,1,6,2,3,1,0,1.2,2.2,0.0,6.0,0.19,0.25,5.4,5.6,2,,,,
I1,29/01/06,Messina,Cagliari,1,0,H,0,0,D,11,9,8,5,14,18,9,4,5,2,0,0,1.2,0.4,1.0,-6.0,0.29,0.36,3.4,2.8,0,,,,
I1,29/01/06,Roma,Livorno,3,0,H,2,0,H,17,5,10,2,11,13,4,6,0,2,0,0,2.0,2.0,6.0,3.0,0.37,0.46,5.4,2.6,0,,,,
I1,29/01/06,Treviso,Lazio,0,1,A,0,0,D,11,4,7,2,30,23,10,5,1,3,0,0,1.0,1.2,-1.0,0.0,0.33,0.24,2.4,5.0,2,,,,
I1,29/01/06,Udinese,Fiorentina,0,0,D,0,0,D,5,10,3,2,23,19,5,5,5,2,0,0,0.8,1.2,-4.0,0.0,0.38,0.3,3.2,4.0,1,,,,
I1,04/02/06,Parma,Roma,0,3,A,0,0,D,7,19,4,10,29,14,5,7,5,2,0,0,1.6,2.2,1.0,6.0,0.32,0.45,3.8,4.4,2,,,,
I1,04/02/06,Siena,Ascoli,1,1,D,0,1,A,10,7,6,5,16,27,11,4,4,0,0,0,1.2,0.2,-2.0,-6.0,0.43,0.15,1.4,4.0,1,,,,
I1,05/02/06,Cagliari,Empoli,4,1,H,3,0,H,9,8,7,3,14,21,6,6,4,1,0,0,2.6,0.0,5.0,-9.0,0.32,0.38,4.4,1.6,0,,,,
I1,05/02/06,Fiorentina,Lecce,1,0,H,1,0,H,14,6,9,1,25,24,3,3,1,3,0,0,2.4,0.6,4.0,-5.0,0.39,0.26,3.6,3.8,0,,,,
I1,05/02/06,Inter,Chievo,1,0,H,1,0,H,21,0,11,0,16,24,6,5,2,1,0,0,3.0,0.2,9.0,-8.0,0.39,0.15,7.2,2.6,0,,,,
I1,05/02/06,Juventus,Udinese,1,0,H,0,0,D,17,2,8,1,18,17,12,5,1,3,0,1,3.0,0.8,10.0,-6.0,0.3,0.31,8.0,3.2,0,,,,
I1,05/02/06,Lazio,Milan,0,0,D,0,0,D,8,13,2,7,18,27,4,9,1,1,0,0,1.8,1.2,4.0,3.0,0.6,0.29,3.0,6.2,1,,,,
I1,05/02/06,Livorno,Messina,2,2,D,0,0,D,8,7,5,3,17,18,4,3,5,1,0,1,1.2,0.8,-2.0,-5.0,0.31,0.2,3.2,3.0,1,,,,
I1,05/02/06,Reggina,Palermo,2,2,D,1,1,D,5,8,2,4,1,2,2,7,2,4,0,0,2.0,1.0,0.0,-3.0,0.4,0.18,4.0,3.4,1,,,,
I1,05/02/06,Sampdoria,Treviso,1,1,D,1,0,H,10,11,4,5,20,37,4,6,2,2,0,0,2.0,0.4,4.0,-4.0,0.31,0.33,5.2,2.4,1,,,,
I1,08/02/06,Ascoli,Livorno,0,0,D,0,0,D,8,3,6,1,15,18,6,0,0,1,0,0,2.0,2.0,3.0,3.0,0.33,0.5,4.8,2.4,1,,,,
I1,08/02/06,Chievo,Sampdoria,1,1,D,0,1,A,13,8,6,5,25,18,5,7,1,4,0,1,2.6,1.0,9.0,0.0,0.43,0.21,5.6,5.6,1,,,,
I1,08/02/06,Fiorentina,Inter,2,1,H,1,0,H,9,10,5,4,22,20,4,7,2,2,0,0,3.0,2.6,6.0,8.0,0.26,0.29,5.4,6.2,0,,,,
I1,08/02/06,Juventus,Parma,1,1,D,1,1,D,12,5,5,2,48,20,10,0,0,2,0,0,3.0,0.8,9.0,-3.0,0.24,0.53,8.4,3.8,1,,,,
I1,08/02/06,Lecce,Empoli,1,2,A,0,2,A,13,10,5,5,28,22,3,1,2,2,1,0,0.6,0.0,-5.0,-10.0,0.11,0.36,3.6,2.2,2,,,,
I1,08/02/06,Messina,Siena,0,0,D,0,0,D,10,5,6,2,15,20,0,7,0,0,0,0,1.8,0.8,3.0,-2.0,0.26,0.32,3.8,4.4,1,,,,
I1,08/02/06,Milan,Treviso,5,0,H,1,0,H,15,3,11,2,13,15,6,2,0,2,0,0,2.6,0.6,7.0,-2.0,0.33,0.29,7.2,2.8,0,,,,
I1,08/02/06,Palermo,Lazio,3,1,H,1,0,H,8,8,5,2,26,14,2,5,3,2,0,1,0.8,1.2,-3.0,0.0,0.33,0.21,4.8,3.8,0,,,,
I1,08/02/06,Roma,Cagliari,4,3,H,2,2,D,19,6,12,5,24,21,7,1,2,3,1,1,2.4,0.2,9.0,-7.0,0.38,0.16,6.4,3.8,0,,,,
I1,08/02/06,Udinese,Reggina,1,2,A,1,1,D,14,7,3,4,18,21,5,4,0,3,0,0,1.0,0.4,-2.0,-7.0,0.32,0.18,3.8,3.4,2,,,,
I1,11/02/06,Lazio,Udinese,1,1,D,1,1,D,9,8,3,4,20,28,4,4,1,2,0,0,1.8,0.8,4.0,-3.0,0.64,0.29,2.8,2.8,1,,,,
I1,11/02/06,Treviso,Chievo,1,2,A,0,1,A,14,14,9,7,20,17,5,4,0,2,0,0,0.8,0.0,-2.0,-9.0,0.13,0.18,3.0,2.2,2,,,,
I1,12/02/06,Cagliari,Lecce,0,0,D,0,0,D,5,11,2,7,17,21,4,4,3,2,0,1,3.0,0.6,8.0,-5.0,0.5,0.24,4.4,3.4,1,,,,
I1,12/02/06,Empoli,Palermo,0,1,A,0,0,D,7,8,3,3,25,26,4,3,3,2,0,1,0.4,1.0,-4.0,-3.0,0.19,0.21,6.2,3.8,2,,,,
I1,12/02/06,Inter,Juventus,1,2,A,0,0,D,12,7,7,4,27,27,10,4,2,3,0,0,3.0,2.2,9.0,4.0,0.36,0.56,7.8,3.2,2,,,,
I1,12/02/06,Livorno,Fiorentina,2,0,H,0,0,D,7,12,3,2,21,21,5,5,1,2,0,1,1.2,0.8,-2.0,-2.0,0.37,0.24,3.8,3.4,0,,,,
I1,12/02/06,Parma,Ascoli,0,0,D,0,0,D,5,10,2,7,25,35,2,3,2,4,0,0,1.6,0.2,-1.0,-6.0,0.24,0.14,4.2,4.2,1,,,,
I1,12/02/06,Reggina,Milan,1,4,A,1,2,A,8,13,4,7,12,22,7,2,2,3,0,0,1.6,1.4,-2.0,4.0,0.47,0.24,3.0,6.8,2,,,,
I1,12/02/06,Sampdoria,Messina,4,2,H,1,1,D,23,18,11,8,27,30,6,4,3,2,0,1,1.6,1.0,2.0,-4.0,0.32,0.33,4.4,3.0,0,,,,
I1,12/02/06,Siena,Roma,0,2,A,0,0,D,14,14,6,6,31,13,6,2,5,2,0,0,1.2,2.2,-2.0,7.0,0.31,0.41,2.6,5.4,2,,,,
I1,18/02/06,Livorno,Inter,0,0,D,0,0,D,6,10,2,3,16,16,4,6,1,3,0,0,1.2,2.0,-1.0,6.0,0.41,0.27,3.4,6.0,1,,,,
I1,18/02/06,Messina,Juventus,2,2,D,1,1,D,10,13,5,6,34,25,7,2,2,3,0,1,1.4,2.2,1.0,4.0,0.12,0.45,5.0,4.0,1,,,,
I1,18/02/06,Milan,Cagliari,1,0,H,1,0,H,10,2,5,0,20,18,11,6,0,3,0,0,2.6,0.2,11.0,-4.0,0.37,0.29,8.2,4.2,0,,,,
I1,19/02/06,Chievo,Palermo,0,0,D,0,0,D,4,12,2,1,15,20,7,5,2,4,0,0,2.2,1.0,8.0,-3.0,0.38,0.15,5.8,4.0,1,,,,
I1,19/02/06,Fiorentina,Lazio,1,2,A,0,1,A,18,6,7,3,18,27,5,2,1,1,0,0,3.0,1.2,6.0,-1.0,0.25,0.29,6.4,2.8,2,,,,
I1,19/02/06,Lecce,Reggina,0,0,D,0,0,D,8,10,3,3,30,27,2,4,5,3,0,0,0.4,0.8,-6.0,-6.0,0.04,0.22,4.6,3.6,1,,,,
I1,19/02/06,Roma,Empoli,1,0,H,1,0,H,10,6,6,3,15,19,6,5,1,3,0,0,3.0,0.6,11.0,-8.0,0.37,0.38,8.2,3.2,0,,,,
I1,19/02/06,Sampdoria,Ascoli,1,2,A,0,0,D,8,15,4,8,25,23,4,2,2,3,1,0,1.6,0.4,2.0,-5.0,0.27,0.12,6.6,5.0,2,,,,
I1,19/02/06,Treviso,Parma,0,1,A,0,1,A,13,6,5,3,18,26,10,1,3,2,0,0,0.6,1.0,-3.0,-2.0,0.12,0.48,4.8,4.2,2,,,,
I1,19/02/06,Udinese,Siena,1,2,A,1,2,A,13,10,5,3,12,12,6,2,2,4,1,0,1.0,1.0,-2.0,-1.0,0.3,0.21,4.0,4.8,2,,,,
I1,25/02/06,Parma,Fiorentina,2,4,A,2,2,D,11,14,7,6,30,24,4,7,4,0,0,0,1.6,0.6,-1.0,-4.0,0.21,0.19,3.8,3.2,2,,,,
I1,25/02/06,Reggina,Livorno,1,1,D,0,0,D,12,7,7,5,22,17,9,7,4,3,0,0,1.0,1.6,-6.0,1.0,0.32,0.31,3.8,2.6,1,,,,
I1,26/02/06,Ascoli,Messina,1,0,H,0,0,D,15,11,7,4,14,25,8,2,1,3,0,0,2.0,0.8,3.0,-6.0,0.28,0.3,5.0,4.6,0,,,,
I1,26/02/06,Cagliari,Chievo,2,2,D,1,0,H,5,9,2,3,19,25,6,7,4,2,1,0,2.6,0.6,6.0,-6.0,0.43,0.22,4.2,3.6,1,,,,
I1,26/02/06,Empoli,Treviso,1,1,D,0,0,D,7,6,4,3,20,26,4,1,3,4,0,1,0.4,0.6,-4.0,-6.0,0.15,0.25,5.2,3.2,1,,,,
I1,26/02/06,Inter,Udinese,3,1,H,1,0,H,15,10,7,4,20,19,4,1,0,2,1,1,2.4,0.4,7.0,-4.0,0.29,0.23,8.2,2.6,0,,,,
I1,26/02/06,Juventus,Lecce,3,1,H,2,1,H,13,5,7,3,21,18,8,3,3,2,0,1,2.6,0.2,5.0,-6.0,0.18,0.11,7.6,3.8,0,,,,
I1,26/02/06,Lazio,Roma,0,2,A,0,1,A,10,6,2,3,12,24,7,3,2,5,0,0,1.4,2.6,3.0,9.0,0.41,0.33,3.4,6.6,2,,,,
I1,26/02/06,Palermo,Milan,0,2,A,0,0,D,12,9,3,4,16,26,8,3,3,3,0,1,1.2,2.0,-1.0,8.0,0.31,0.26,5.8,7.6,2,,,,
I1,26/02/06,Siena,Sampdoria,1,0,H,0,0,D,12,14,5,6,12,16,5,8,1,3,0,1,0.6,1.0,-5.0,0.0,0.16,0.21,3.8,5.8,0,,,,
I1,04/03/06,Milan,Empoli,3,0,H,0,0,D,17,4,8,0,8,13,6,3,1,0,0,0,2.6,0.6,8.0,-6.0,0.32,0.33,7.6,3.0,0,,,,
I1,04/03/06,Sampdoria,Juventus,0,1,A,0,0,D,4,11,2,4,26,18,10,5,2,0,0,0,1.4,2.2,1.0,4.0,0.27,0.38,6.6,5.2,2,,,,
I1,05/03/06,Chievo,Lazio,2,2,D,2,1,H,8,11,4,5,21,26,6,5,2,2,0,0,1.8,1.6,6.0,0.0,0.33,0.4,5.4,3.0,1,,,,
I1,05/03/06,Fiorentina,Siena,2,1,H,1,1,D,10,11,6,5,20,21,5,3,3,2,0,0,2.4,1.6,4.0,2.0,0.22,0.32,7.2,4.4,0,,,,
I1,05/03/06,Lecce,Palermo,2,0,H,0,0,D,11,6,5,3,18,17,2,7,2,2,0,0,0.4,1.2,-6.0,-2.0,0.04,0.2,4.8,3.0,0,,,,
I1,05/03/06,Livorno,Cagliari,0,1,A,0,0,D,10,5,4,3,20,15,10,1,1,4,0,0,1.4,0.2,2.0,-4.0,0.41,0.3,3.4,4.0,2,,,,
I1,05/03/06,Messina,Parma,0,1,A,0,0,D,20,9,9,5,11,11,13,8,1,4,0,0,1.4,1.4,1.0,-1.0,0.14,0.41,5.8,4.4,2,,,,
I1,05/03/06,Roma,Inter,1,1,D,1,0,H,9,11,3,5,23,21,2,10,2,2,0,0,3.0,1.6,8.0,2.0,0.29,0.17,8.2,4.6,1,,,,
I1,05/03/06,Treviso,Reggina,0,1,A,0,0,D,12,6,5,3,27,23,4,3,5,2,0,0,0.0,0.8,-5.0,-6.0,0.03,0.19,5.8,3.2,2,,,,
I1,05/03/06,Udinese,Ascoli,1,1,D,0,0,D,11,9,3,3,32,23,3,7,3,1,0,1,0.4,1.0,-5.0,-3.0,0.28,0.15,3.6,5.4,1,,,,
I1,11/03/06,Inter,Sampdoria,1,0,H,1,0,H,15,6,6,2,16,10,4,8,2,1,0,0,2.4,1.0,6.0,1.0,0.28,0.2,7.8,6.0,0,,,,
I1,11/03/06,Siena,Treviso,1,0,H,0,0,D,8,7,5,4,24,20,7,6,4,2,0,0,1.0,0.8,-4.0,-5.0,0.1,0.28,4.0,3.6,0,,,,
I1,12/03/06,Ascoli,Roma,3,2,H,3,0,H,12,18,8,8,20,18,4,10,3,1,0,1,2.0,3.0,3.0,11.0,0.24,0.4,5.8,6.0,0,,,,
I1,12/03/06,Empoli,Chievo,2,1,H,0,0,D,10,6,4,2,22,18,8,7,4,3,0,0,0.4,0.8,-4.0,-2.0,0.14,0.33,5.6,3.6,0,,,,
I1,12/03/06,Juventus,Milan,0,0,D,0,0,D,8,6,3,2,24,15,3,3,1,3,0,1,2.6,2.0,5.0,7.0,0.21,0.29,7.8,6.2,1,,,,
I1,12/03/06,Lazio,Reggina,3,1,H,2,0,H,10,4,6,3,23,23,7,2,3,4,0,0,1.2,1.4,1.0,-4.0,0.32,0.21,3.8,3.8,0,,,,
I1,12/03/06,Messina,Lecce,2,1,H,1,1,D,15,6,7,3,20,24,8,3,5,3,0,0,1.2,0.2,0.0,-7.0,0.11,0.09,7.4,4.4,0,,,,
